maturity,model,gap,r2,pval,macro_gain
60,RW,0,0.8750076734354555,1.0866032500445044e-06,0.049507919704579906
60,XGB (Fwd),1,0.31931557894647666,3.718382119355379e-05,0.11918852936283364
60,XGB (Macro+Fwd),1,0.4385041083093103,3.5056149585876994e-05,0.11918852936283364
60,RW,1,0.71536153128845,4.546269864014185e-06,0.11918852936283364
60,XGB (Fwd),2,0.21382850236181705,6.164077374748445e-05,0.11191870284848648
60,XGB (Macro+Fwd),2,0.32574720521030354,7.836904775881948e-05,0.11191870284848648
60,RW,2,0.5634705967449404,1.405963648271058e-05,0.11191870284848648
60,XGB (Fwd),3,0.09164799669385393,0.00018057280933569952,0.12471886814124211
60,XGB (Macro+Fwd),3,0.21636686483509604,0.0001858574438784455,0.12471886814124211
60,RW,3,0.4184983605912802,3.6418317225450636e-05,0.12471886814124211
60,XGB (Fwd),4,0.002015653002426121,0.00042558622603106055,0.1277543971653632
60,XGB (Macro+Fwd),4,0.1297700501677893,0.0004581391117305378,0.1277543971653632
60,RW,4,0.29245233324158937,7.41288173956578e-05,0.1277543971653632
60,XGB (Fwd),5,-0.10088330086431219,0.001253962216286375,0.11429155337954588
60,XGB (Macro+Fwd),5,0.013408252515233698,0.0012473482480963582,0.11429155337954588
60,RW,5,0.1835035769476785,0.00011514925256417285,0.11429155337954588
60,XGB (Fwd),6,-0.17811999099995734,0.0028390923727503736,0.12060497613718679
60,XGB (Macro+Fwd),6,-0.05751501486277055,0.003166283900625344,0.12060497613718679
60,RW,6,0.0893550911221872,0.0001728804228666725,0.12060497613718679
60,XGB (Fwd),7,-0.24563895124601332,0.006439224893704298,0.12613708287907577
60,XGB (Macro+Fwd),7,-0.11950186836693755,0.006639740211632383,0.12613708287907577
60,RW,7,-0.01565416365611938,0.0004121947363024958,0.12613708287907577
60,XGB (Fwd),8,-0.3698735367256558,0.039491871728240535,0.14291196113334603
60,XGB (Macro+Fwd),8,-0.22696157559230978,0.013722796567737672,0.14291196113334603
60,RW,8,-0.14277936352589204,0.001438388306118199,0.14291196113334603
60,XGB (Fwd),9,-0.4238399509123094,0.05620885536045517,0.13056816069171107
60,XGB (Macro+Fwd),9,-0.29327179022059835,0.030004721241193466,0.13056816069171107
60,RW,9,-0.30345103964027875,0.007244940045159964,0.13056816069171107
60,XGB (Fwd),10,-0.5007873932969462,0.08795257181679317,0.14273904529493797
60,XGB (Macro+Fwd),10,-0.35804834800200824,0.04830678676666944,0.14273904529493797
60,RW,10,-0.47851950795876275,0.03534679811905361,0.14273904529493797
60,XGB (Fwd),11,-0.5691846541462153,0.08378206676526034,0.22546422846129288
60,XGB (Macro+Fwd),11,-0.34372042568492245,0.03605731022108816,0.22546422846129288
60,RW,11,-0.6432469296574339,0.11605057201655189,0.22546422846129288
72,XGB (Fwd),0,0.49679011013955454,4.743246369232068e-06,0.03214873798878226
72,XGB (Macro+Fwd),0,0.5289388481283368,1.2025118134695312e-05,0.03214873798878226
72,RW,0,0.8635524985418332,7.371558364832609e-07,0.03214873798878226
72,XGB (Fwd),1,0.31225873982520846,1.896765619902041e-05,0.12115353414873964
72,XGB (Macro+Fwd),1,0.4334122739739481,5.2413709822118904e-05,0.12115353414873964
